id,name,description,demonstration_video_url,workout_day_id,animation_path,calories_per_set,default_duration,default_reps,default_sets,calories_per_minute,week,program_id
1042,Sprint Intervals,Intense Sprint Intervals session focusing on full-body engagement and cardiovascular endurance.,https://example.com/sprint-intervals,6,https://example.com/sprint-intervals-animation.jpg,1422.28,842,20,5,8.45,6,30
1043,Lunges,Precision-engineered Lunges training method to optimize muscular strength and endurance.,https://example.com/lunges,6,https://example.com/lunges-animation.jpg,1852.18,756,20,4,9.8,6,30
1044,Plank Variations,"Strategically crafted Plank Variations exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/plank-variations,6,https://example.com/plank-variations-animation.jpg,2088.77,1084,24,5,9.63,6,30
1045,Foam Rolling,"Strategically crafted Foam Rolling exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/foam-rolling,6,https://example.com/foam-rolling-animation.jpg,1423.22,761,20,5,9.35,6,30
1046,Russian Twists,Precision-engineered Russian Twists training method to optimize muscular strength and endurance.,https://example.com/russian-twists,7,https://example.com/russian-twists-animation.jpg,1887.74,1151,22,5,8.2,6,30
1047,Yoga Flow,Dynamic Yoga Flow workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/yoga-flow,7,https://example.com/yoga-flow-animation.jpg,1495.83,895,20,5,8.36,6,30
1048,Stretching Routines,Intense Stretching Routines session focusing on full-body engagement and cardiovascular endurance.,https://example.com/stretching-routines,7,https://example.com/stretching-routines-animation.jpg,1312.63,724,24,5,9.07,6,30
1049,Mountain Climbers,Dynamic Mountain Climbers workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/mountain-climbers,7,https://example.com/mountain-climbers-animation.jpg,1913.19,961,25,5,9.95,6,30
1050,Rowing,Dynamic Rowing workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/rowing,7,https://example.com/rowing-animation.jpg,1316.15,807,24,5,8.15,6,30
1051,Medicine Ball Slams,Precision-engineered Medicine Ball Slams training method to optimize muscular strength and endurance.,https://example.com/medicine-ball-slams,1,https://example.com/medicine-ball-slams-animation.jpg,1791.0,1035,20,5,8.65,7,31
1052,Push-ups,"Strategically crafted Push-ups exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/push-ups,1,https://example.com/push-ups-animation.jpg,2955.64,1187,23,4,9.96,7,31
1053,Russian Twists,Dynamic Russian Twists workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/russian-twists,1,https://example.com/russian-twists-animation.jpg,1270.85,770,25,5,8.25,7,31
1054,Ab Rollouts,Precision-engineered Ab Rollouts training method to optimize muscular strength and endurance.,https://example.com/ab-rollouts,1,https://example.com/ab-rollouts-animation.jpg,1392.1,668,25,4,8.34,7,31
1055,Jumping Jacks,Intense Jumping Jacks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/jumping-jacks,1,https://example.com/jumping-jacks-animation.jpg,2862.85,1193,25,4,9.6,7,31
1056,Lunges,High-energy Lunges routine targeting comprehensive physical development and performance.,https://example.com/lunges,2,https://example.com/lunges-animation.jpg,2722.17,1167,20,4,9.33,7,31
1057,Bench Press,Intense Bench Press session focusing on full-body engagement and cardiovascular endurance.,https://example.com/bench-press,2,https://example.com/bench-press-animation.jpg,1800.63,731,23,4,9.85,7,31
1058,Mountain Climbers,Dynamic Mountain Climbers workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/mountain-climbers,2,https://example.com/mountain-climbers-animation.jpg,1254.65,757,22,5,8.29,7,31
1059,Bicycle Crunches,Precision-engineered Bicycle Crunches training method to optimize muscular strength and endurance.,https://example.com/bicycle-crunches,2,https://example.com/bicycle-crunches-animation.jpg,1820.09,978,21,5,9.31,7,31
1060,Side Planks,Dynamic Side Planks workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/side-planks,2,https://example.com/side-planks-animation.jpg,2097.67,865,21,4,9.7,7,31
1061,Push-ups,High-energy Push-ups routine targeting comprehensive physical development and performance.,https://example.com/push-ups,3,https://example.com/push-ups-animation.jpg,1211.22,745,25,5,8.13,7,31
1062,Foam Rolling,Precision-engineered Foam Rolling training method to optimize muscular strength and endurance.,https://example.com/foam-rolling,3,https://example.com/foam-rolling-animation.jpg,1586.1,961,25,5,8.25,7,31
1063,Burpees,Dynamic Burpees workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/burpees,3,https://example.com/burpees-animation.jpg,1077.26,624,20,5,8.63,7,31
1064,Box Jumps,Precision-engineered Box Jumps training method to optimize muscular strength and endurance.,https://example.com/box-jumps,3,https://example.com/box-jumps-animation.jpg,1242.64,679,22,5,9.15,7,31
1065,Cycling,High-energy Cycling routine targeting comprehensive physical development and performance.,https://example.com/cycling,3,https://example.com/cycling-animation.jpg,1877.64,936,21,4,8.02,7,31
1066,Pull-ups,Dynamic Pull-ups workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/pull-ups,4,https://example.com/pull-ups-animation.jpg,2205.4,924,25,4,9.55,7,31
1067,Bench Press,Dynamic Bench Press workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/bench-press,4,https://example.com/bench-press-animation.jpg,1500.66,874,21,5,8.59,7,31
1068,Mobility Drills,High-energy Mobility Drills routine targeting comprehensive physical development and performance.,https://example.com/mobility-drills,4,https://example.com/mobility-drills-animation.jpg,1133.52,625,20,5,9.07,7,31
1069,Foam Rolling,"Strategically crafted Foam Rolling exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/foam-rolling,4,https://example.com/foam-rolling-animation.jpg,1129.64,630,25,5,8.97,7,31
1070,High Knees,High-energy High Knees routine targeting comprehensive physical development and performance.,https://example.com/high-knees,4,https://example.com/high-knees-animation.jpg,1802.0,1034,20,5,8.71,7,31
1071,Deadlifts,Precision-engineered Deadlifts training method to optimize muscular strength and endurance.,https://example.com/deadlifts,5,https://example.com/deadlifts-animation.jpg,1593.86,819,24,5,9.73,7,31
1072,Oblique Twists,Precision-engineered Oblique Twists training method to optimize muscular strength and endurance.,https://example.com/oblique-twists,5,https://example.com/oblique-twists-animation.jpg,1496.1,857,23,5,8.73,7,31
1073,Planks,Precision-engineered Planks training method to optimize muscular strength and endurance.,https://example.com/planks,5,https://example.com/planks-animation.jpg,1949.24,1068,20,5,9.13,7,31
1074,Bird Dogs,High-energy Bird Dogs routine targeting comprehensive physical development and performance.,https://example.com/bird-dogs,5,https://example.com/bird-dogs-animation.jpg,2412.38,1174,20,4,8.22,7,31
1075,Circuit Training,"Strategically crafted Circuit Training exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/circuit-training,5,https://example.com/circuit-training-animation.jpg,1633.96,905,22,5,9.03,7,31
1076,Joint Mobility Exercises,"Strategically crafted Joint Mobility Exercises exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/joint-mobility-exercises,6,https://example.com/joint-mobility-exercises-animation.jpg,1885.77,1051,24,5,8.97,7,31
1077,Tabata Intervals,"Strategically crafted Tabata Intervals exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/tabata-intervals,6,https://example.com/tabata-intervals-animation.jpg,2712.29,1156,20,4,9.39,7,31
1078,Bicep Curls,Precision-engineered Bicep Curls training method to optimize muscular strength and endurance.,https://example.com/bicep-curls,6,https://example.com/bicep-curls-animation.jpg,2535.4,1016,20,4,9.98,7,31
1079,Foam Rolling,High-energy Foam Rolling routine targeting comprehensive physical development and performance.,https://example.com/foam-rolling,6,https://example.com/foam-rolling-animation.jpg,1793.52,959,20,5,9.35,7,31
1080,High Knees,High-energy High Knees routine targeting comprehensive physical development and performance.,https://example.com/high-knees,6,https://example.com/high-knees-animation.jpg,1348.41,831,21,5,8.11,7,31
1081,High Knees,"Strategically crafted High Knees exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/high-knees,7,https://example.com/high-knees-animation.jpg,1407.06,865,25,5,8.13,7,31
1082,Sprint Intervals,Precision-engineered Sprint Intervals training method to optimize muscular strength and endurance.,https://example.com/sprint-intervals,7,https://example.com/sprint-intervals-animation.jpg,1426.27,754,25,5,9.46,7,31
1083,Shoulder Press,Dynamic Shoulder Press workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/shoulder-press,7,https://example.com/shoulder-press-animation.jpg,1769.58,1078,20,5,8.21,7,31
1084,Tabata Intervals,Precision-engineered Tabata Intervals training method to optimize muscular strength and endurance.,https://example.com/tabata-intervals,7,https://example.com/tabata-intervals-animation.jpg,2577.77,1098,25,4,9.39,7,31
1085,Cycling,Dynamic Cycling workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/cycling,7,https://example.com/cycling-animation.jpg,1413.29,794,25,5,8.9,7,31
1086,Swimming,Intense Swimming session focusing on full-body engagement and cardiovascular endurance.,https://example.com/swimming,1,https://example.com/swimming-animation.jpg,1513.86,609,21,4,9.94,8,32
1087,TRX Suspension Training,Dynamic TRX Suspension Training workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/trx-suspension-training,1,https://example.com/trx-suspension-training-animation.jpg,1288.69,643,20,4,8.02,8,32
1088,Plyometric Drills,Intense Plyometric Drills session focusing on full-body engagement and cardiovascular endurance.,https://example.com/plyometric-drills,1,https://example.com/plyometric-drills-animation.jpg,1772.16,968,25,5,9.15,8,32
1089,Bicep Curls,"Strategically crafted Bicep Curls exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/bicep-curls,1,https://example.com/bicep-curls-animation.jpg,1908.33,1052,24,5,9.07,8,32
1090,Mountain Climbers,Intense Mountain Climbers session focusing on full-body engagement and cardiovascular endurance.,https://example.com/mountain-climbers,1,https://example.com/mountain-climbers-animation.jpg,2626.82,1196,23,4,8.79,8,32
1091,Lunges,"Strategically crafted Lunges exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/lunges,2,https://example.com/lunges-animation.jpg,1740.05,780,22,4,8.92,8,32
1092,Swimming,Precision-engineered Swimming training method to optimize muscular strength and endurance.,https://example.com/swimming,2,https://example.com/swimming-animation.jpg,1510.25,814,24,5,9.28,8,32
1093,Tai Chi Movements,Intense Tai Chi Movements session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tai-chi-movements,2,https://example.com/tai-chi-movements-animation.jpg,1877.37,758,21,4,9.91,8,32
1094,Skater Hops,High-energy Skater Hops routine targeting comprehensive physical development and performance.,https://example.com/skater-hops,2,https://example.com/skater-hops-animation.jpg,1635.79,955,25,5,8.56,8,32
1095,Cross-Country Skiing,Precision-engineered Cross-Country Skiing training method to optimize muscular strength and endurance.,https://example.com/cross-country-skiing,2,https://example.com/cross-country-skiing-animation.jpg,1710.15,720,23,4,9.5,8,32
1096,Bench Press,Intense Bench Press session focusing on full-body engagement and cardiovascular endurance.,https://example.com/bench-press,3,https://example.com/bench-press-animation.jpg,1878.91,1054,20,5,8.91,8,32
1097,Kettlebell Swings,"Strategically crafted Kettlebell Swings exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/kettlebell-swings,3,https://example.com/kettlebell-swings-animation.jpg,1702.07,1013,25,5,8.4,8,32
1098,Tricep Extensions,High-energy Tricep Extensions routine targeting comprehensive physical development and performance.,https://example.com/tricep-extensions,3,https://example.com/tricep-extensions-animation.jpg,1806.63,810,22,4,8.92,8,32
1099,Superman Holds,Dynamic Superman Holds workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/superman-holds,3,https://example.com/superman-holds-animation.jpg,1644.25,990,20,5,8.3,8,32
1100,Tai Chi Movements,High-energy Tai Chi Movements routine targeting comprehensive physical development and performance.,https://example.com/tai-chi-movements,3,https://example.com/tai-chi-movements-animation.jpg,2260.18,963,24,4,9.39,8,32
1101,Skater Hops,High-energy Skater Hops routine targeting comprehensive physical development and performance.,https://example.com/skater-hops,4,https://example.com/skater-hops-animation.jpg,1818.71,767,24,4,9.48,8,32
1102,Mountain Climbers,Precision-engineered Mountain Climbers training method to optimize muscular strength and endurance.,https://example.com/mountain-climbers,4,https://example.com/mountain-climbers-animation.jpg,1480.73,872,24,5,8.49,8,32
1103,Tricep Extensions,Dynamic Tricep Extensions workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/tricep-extensions,4,https://example.com/tricep-extensions-animation.jpg,1796.97,767,22,4,9.37,8,32
1104,Ab Rollouts,Precision-engineered Ab Rollouts training method to optimize muscular strength and endurance.,https://example.com/ab-rollouts,4,https://example.com/ab-rollouts-animation.jpg,1615.7,926,21,5,8.72,8,32
1105,Sprint Intervals,Intense Sprint Intervals session focusing on full-body engagement and cardiovascular endurance.,https://example.com/sprint-intervals,4,https://example.com/sprint-intervals-animation.jpg,1426.81,604,24,4,9.45,8,32
1106,Planks,High-energy Planks routine targeting comprehensive physical development and performance.,https://example.com/planks,5,https://example.com/planks-animation.jpg,1504.8,688,20,4,8.75,8,32
1107,Plank Variations,"Strategically crafted Plank Variations exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/plank-variations,5,https://example.com/plank-variations-animation.jpg,1734.28,797,24,4,8.7,8,32
1108,Stair Climbing,Dynamic Stair Climbing workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/stair-climbing,5,https://example.com/stair-climbing-animation.jpg,2268.18,1071,20,4,8.47,8,32
1109,Jumping Jacks,"Strategically crafted Jumping Jacks exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/jumping-jacks,5,https://example.com/jumping-jacks-animation.jpg,1650.0,706,23,4,9.35,8,32
1110,Crunches,Dynamic Crunches workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/crunches,5,https://example.com/crunches-animation.jpg,2214.12,1123,24,5,9.86,8,32
1111,Ab Rollouts,High-energy Ab Rollouts routine targeting comprehensive physical development and performance.,https://example.com/ab-rollouts,6,https://example.com/ab-rollouts-animation.jpg,1769.28,726,24,4,9.75,8,32
1112,Jump Rope,Intense Jump Rope session focusing on full-body engagement and cardiovascular endurance.,https://example.com/jump-rope,6,https://example.com/jump-rope-animation.jpg,1963.77,1198,20,5,8.2,8,32
1113,Plyometric Drills,Intense Plyometric Drills session focusing on full-body engagement and cardiovascular endurance.,https://example.com/plyometric-drills,6,https://example.com/plyometric-drills-animation.jpg,1520.09,853,22,5,8.91,8,32
1114,Kettlebell Swings,"Strategically crafted Kettlebell Swings exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/kettlebell-swings,6,https://example.com/kettlebell-swings-animation.jpg,2076.54,1067,24,5,9.73,8,32
1115,Crunches,Dynamic Crunches workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/crunches,6,https://example.com/crunches-animation.jpg,2245.91,1087,23,4,8.26,8,32
1116,Jumping Jacks,Precision-engineered Jumping Jacks training method to optimize muscular strength and endurance.,https://example.com/jumping-jacks,7,https://example.com/jumping-jacks-animation.jpg,1344.16,703,22,5,9.56,8,32
1117,Kettlebell Swings,Intense Kettlebell Swings session focusing on full-body engagement and cardiovascular endurance.,https://example.com/kettlebell-swings,7,https://example.com/kettlebell-swings-animation.jpg,1654.5,822,24,4,8.05,8,32
1118,Bicycle Crunches,Dynamic Bicycle Crunches workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/bicycle-crunches,7,https://example.com/bicycle-crunches-animation.jpg,2080.85,897,22,4,9.28,8,32
1119,Cross-Country Skiing,High-energy Cross-Country Skiing routine targeting comprehensive physical development and performance.,https://example.com/cross-country-skiing,7,https://example.com/cross-country-skiing-animation.jpg,1732.21,869,20,5,9.97,8,32
1120,Joint Mobility Exercises,Dynamic Joint Mobility Exercises workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/joint-mobility-exercises,7,https://example.com/joint-mobility-exercises-animation.jpg,1623.11,846,21,5,9.59,8,32
1121,Running,"Strategically crafted Running exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/running,1,https://example.com/running-animation.jpg,1309.07,796,23,5,8.22,9,33
1122,Superman Holds,"Strategically crafted Superman Holds exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/superman-holds,1,https://example.com/superman-holds-animation.jpg,2141.83,991,22,4,8.65,9,33
1123,Hollow Body Holds,Intense Hollow Body Holds session focusing on full-body engagement and cardiovascular endurance.,https://example.com/hollow-body-holds,1,https://example.com/hollow-body-holds-animation.jpg,1679.76,697,21,4,9.64,9,33
1124,Jump Rope,Precision-engineered Jump Rope training method to optimize muscular strength and endurance.,https://example.com/jump-rope,1,https://example.com/jump-rope-animation.jpg,2781.8,1169,22,4,9.52,9,33
1125,Cross-Training Circuits,High-energy Cross-Training Circuits routine targeting comprehensive physical development and performance.,https://example.com/cross-training-circuits,1,https://example.com/cross-training-circuits-animation.jpg,1451.2,792,23,5,9.16,9,33
1126,Rowing,"Strategically crafted Rowing exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/rowing,2,https://example.com/rowing-animation.jpg,1287.7,617,25,4,8.35,9,33
1127,Lunges,Precision-engineered Lunges training method to optimize muscular strength and endurance.,https://example.com/lunges,2,https://example.com/lunges-animation.jpg,1918.02,1051,20,5,9.12,9,33
1128,Bench Press,Precision-engineered Bench Press training method to optimize muscular strength and endurance.,https://example.com/bench-press,2,https://example.com/bench-press-animation.jpg,2480.08,1072,22,4,9.25,9,33
1129,Stair Climbing,Dynamic Stair Climbing workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/stair-climbing,2,https://example.com/stair-climbing-animation.jpg,2122.85,1109,23,5,9.57,9,33
1130,Plyometric Drills,Precision-engineered Plyometric Drills training method to optimize muscular strength and endurance.,https://example.com/plyometric-drills,2,https://example.com/plyometric-drills-animation.jpg,2218.72,1124,25,5,9.87,9,33
1131,Tai Chi Movements,Intense Tai Chi Movements session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tai-chi-movements,3,https://example.com/tai-chi-movements-animation.jpg,1768.35,801,21,4,8.83,9,33
1132,Bicep Curls,Precision-engineered Bicep Curls training method to optimize muscular strength and endurance.,https://example.com/bicep-curls,3,https://example.com/bicep-curls-animation.jpg,2043.27,1081,21,5,9.45,9,33
1133,TRX Suspension Training,Intense TRX Suspension Training session focusing on full-body engagement and cardiovascular endurance.,https://example.com/trx-suspension-training,3,https://example.com/trx-suspension-training-animation.jpg,1442.53,728,23,5,9.91,9,33
1134,Mobility Drills,Intense Mobility Drills session focusing on full-body engagement and cardiovascular endurance.,https://example.com/mobility-drills,3,https://example.com/mobility-drills-animation.jpg,2345.39,1133,20,4,8.28,9,33
1135,Resistance Band Exercises,Dynamic Resistance Band Exercises workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/resistance-band-exercises,3,https://example.com/resistance-band-exercises-animation.jpg,1914.09,882,21,4,8.68,9,33
1136,Wall Sits,"Strategically crafted Wall Sits exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/wall-sits,4,https://example.com/wall-sits-animation.jpg,2597.45,1159,24,4,8.96,9,33
1137,Active Recovery,High-energy Active Recovery routine targeting comprehensive physical development and performance.,https://example.com/active-recovery,4,https://example.com/active-recovery-animation.jpg,2320.76,1037,24,4,8.95,9,33
1138,Planks,Intense Planks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/planks,4,https://example.com/planks-animation.jpg,2473.99,1030,24,4,9.61,9,33
1139,Burpees,Dynamic Burpees workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/burpees,4,https://example.com/burpees-animation.jpg,2013.13,1116,20,5,9.02,9,33
1140,Deadlifts,Precision-engineered Deadlifts training method to optimize muscular strength and endurance.,https://example.com/deadlifts,4,https://example.com/deadlifts-animation.jpg,2257.65,942,22,4,9.59,9,33
1141,Circuit Training,Precision-engineered Circuit Training training method to optimize muscular strength and endurance.,https://example.com/circuit-training,5,https://example.com/circuit-training-animation.jpg,1327.63,769,24,5,8.63,9,33
1142,Tricep Extensions,High-energy Tricep Extensions routine targeting comprehensive physical development and performance.,https://example.com/tricep-extensions,5,https://example.com/tricep-extensions-animation.jpg,1673.25,1028,23,5,8.14,9,33
1143,Rowing,High-energy Rowing routine targeting comprehensive physical development and performance.,https://example.com/rowing,5,https://example.com/rowing-animation.jpg,2365.24,1145,21,4,8.26,9,33
1144,Lunges,"Strategically crafted Lunges exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/lunges,5,https://example.com/lunges-animation.jpg,2708.95,1154,21,4,9.39,9,33
1145,Dynamic Stretching,Precision-engineered Dynamic Stretching training method to optimize muscular strength and endurance.,https://example.com/dynamic-stretching,5,https://example.com/dynamic-stretching-animation.jpg,1565.38,682,24,4,9.18,9,33
1146,Plank Variations,Dynamic Plank Variations workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/plank-variations,6,https://example.com/plank-variations-animation.jpg,1815.45,789,25,4,9.2,9,33
1147,Cross-Country Skiing,Dynamic Cross-Country Skiing workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/cross-country-skiing,6,https://example.com/cross-country-skiing-animation.jpg,1242.96,745,24,5,8.34,9,33
1148,Hollow Body Holds,High-energy Hollow Body Holds routine targeting comprehensive physical development and performance.,https://example.com/hollow-body-holds,6,https://example.com/hollow-body-holds-animation.jpg,2015.87,1041,23,5,9.68,9,33
1149,Interval Sprints,Intense Interval Sprints session focusing on full-body engagement and cardiovascular endurance.,https://example.com/interval-sprints,6,https://example.com/interval-sprints-animation.jpg,2301.33,936,22,4,9.83,9,33
1150,Burpees,Intense Burpees session focusing on full-body engagement and cardiovascular endurance.,https://example.com/burpees,6,https://example.com/burpees-animation.jpg,2069.24,950,24,4,8.71,9,33
1151,Cycling,Precision-engineered Cycling training method to optimize muscular strength and endurance.,https://example.com/cycling,7,https://example.com/cycling-animation.jpg,1166.11,703,25,5,8.29,9,33
1152,Lunges,Dynamic Lunges workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/lunges,7,https://example.com/lunges-animation.jpg,2573.84,1035,23,4,9.95,9,33
1153,Hanging Leg Raises,Dynamic Hanging Leg Raises workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/hanging-leg-raises,7,https://example.com/hanging-leg-raises-animation.jpg,2154.34,1060,23,4,8.13,9,33
1154,Ab Rollouts,Precision-engineered Ab Rollouts training method to optimize muscular strength and endurance.,https://example.com/ab-rollouts,7,https://example.com/ab-rollouts-animation.jpg,1571.14,688,21,4,9.13,9,33
1155,Yoga Flow,High-energy Yoga Flow routine targeting comprehensive physical development and performance.,https://example.com/yoga-flow,7,https://example.com/yoga-flow-animation.jpg,1013.71,604,24,5,8.39,9,33
1156,Crunches,High-energy Crunches routine targeting comprehensive physical development and performance.,https://example.com/crunches,1,https://example.com/crunches-animation.jpg,1562.39,871,21,5,8.97,10,34
1157,Cycling,Precision-engineered Cycling training method to optimize muscular strength and endurance.,https://example.com/cycling,1,https://example.com/cycling-animation.jpg,2074.47,944,21,4,8.79,10,34
1158,Tabata Intervals,Intense Tabata Intervals session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tabata-intervals,1,https://example.com/tabata-intervals-animation.jpg,1966.01,869,24,4,9.05,10,34
1159,Active Recovery,High-energy Active Recovery routine targeting comprehensive physical development and performance.,https://example.com/active-recovery,1,https://example.com/active-recovery-animation.jpg,1656.21,1010,25,5,8.2,10,34
1160,Pull-ups,Precision-engineered Pull-ups training method to optimize muscular strength and endurance.,https://example.com/pull-ups,1,https://example.com/pull-ups-animation.jpg,975.27,601,23,5,8.11,10,34
1161,Lunges,Precision-engineered Lunges training method to optimize muscular strength and endurance.,https://example.com/lunges,2,https://example.com/lunges-animation.jpg,1199.52,665,22,5,9.02,10,34
1162,Squats,High-energy Squats routine targeting comprehensive physical development and performance.,https://example.com/squats,2,https://example.com/squats-animation.jpg,2153.07,1173,22,5,9.18,10,34
1163,Cross-Training Circuits,Intense Cross-Training Circuits session focusing on full-body engagement and cardiovascular endurance.,https://example.com/cross-training-circuits,2,https://example.com/cross-training-circuits-animation.jpg,1915.37,1028,24,5,9.32,10,34
1164,Joint Mobility Exercises,Intense Joint Mobility Exercises session focusing on full-body engagement and cardiovascular endurance.,https://example.com/joint-mobility-exercises,2,https://example.com/joint-mobility-exercises-animation.jpg,2365.88,951,22,4,9.95,10,34
1165,Superman Holds,Precision-engineered Superman Holds training method to optimize muscular strength and endurance.,https://example.com/superman-holds,2,https://example.com/superman-holds-animation.jpg,1916.88,1165,20,5,8.23,10,34
1166,Hollow Body Holds,Intense Hollow Body Holds session focusing on full-body engagement and cardiovascular endurance.,https://example.com/hollow-body-holds,3,https://example.com/hollow-body-holds-animation.jpg,1656.24,1018,24,5,8.13,10,34
1167,Ab Rollouts,"Strategically crafted Ab Rollouts exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/ab-rollouts,3,https://example.com/ab-rollouts-animation.jpg,1521.02,948,24,5,8.02,10,34
1168,Plank Variations,High-energy Plank Variations routine targeting comprehensive physical development and performance.,https://example.com/plank-variations,3,https://example.com/plank-variations-animation.jpg,1249.0,635,23,5,9.83,10,34
1169,Deadlifts,Intense Deadlifts session focusing on full-body engagement and cardiovascular endurance.,https://example.com/deadlifts,3,https://example.com/deadlifts-animation.jpg,1217.94,667,22,5,9.13,10,34
1170,Pull-ups,Precision-engineered Pull-ups training method to optimize muscular strength and endurance.,https://example.com/pull-ups,3,https://example.com/pull-ups-animation.jpg,1610.98,897,24,5,8.98,10,34
1171,Resistance Band Exercises,"Strategically crafted Resistance Band Exercises exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/resistance-band-exercises,4,https://example.com/resistance-band-exercises-animation.jpg,1727.56,904,23,5,9.56,10,34
1172,Cross-Training Circuits,Intense Cross-Training Circuits session focusing on full-body engagement and cardiovascular endurance.,https://example.com/cross-training-circuits,4,https://example.com/cross-training-circuits-animation.jpg,1704.62,682,20,4,10.0,10,34
1173,Medicine Ball Slams,High-energy Medicine Ball Slams routine targeting comprehensive physical development and performance.,https://example.com/medicine-ball-slams,4,https://example.com/medicine-ball-slams-animation.jpg,1257.89,603,21,4,8.34,10,34
1174,Hollow Body Holds,Intense Hollow Body Holds session focusing on full-body engagement and cardiovascular endurance.,https://example.com/hollow-body-holds,4,https://example.com/hollow-body-holds-animation.jpg,1812.86,874,23,4,8.3,10,34
1175,Kettlebell Complex,Dynamic Kettlebell Complex workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/kettlebell-complex,4,https://example.com/kettlebell-complex-animation.jpg,2161.11,1149,20,5,9.4,10,34
1176,Pilates,Precision-engineered Pilates training method to optimize muscular strength and endurance.,https://example.com/pilates,5,https://example.com/pilates-animation.jpg,2384.11,987,24,4,9.66,10,34
1177,Planks,Precision-engineered Planks training method to optimize muscular strength and endurance.,https://example.com/planks,5,https://example.com/planks-animation.jpg,1202.84,643,20,5,9.35,10,34
1178,Skater Hops,"Strategically crafted Skater Hops exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/skater-hops,5,https://example.com/skater-hops-animation.jpg,2214.48,942,24,4,9.4,10,34
1179,TRX Suspension Training,"Strategically crafted TRX Suspension Training exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/trx-suspension-training,5,https://example.com/trx-suspension-training-animation.jpg,1787.16,807,22,4,8.86,10,34
1180,Stretching Routines,"Strategically crafted Stretching Routines exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/stretching-routines,5,https://example.com/stretching-routines-animation.jpg,2005.52,1042,23,5,9.62,10,34
1181,Dynamic Stretching,High-energy Dynamic Stretching routine targeting comprehensive physical development and performance.,https://example.com/dynamic-stretching,6,https://example.com/dynamic-stretching-animation.jpg,1554.79,795,25,5,9.78,10,34
1182,Leg Press,High-energy Leg Press routine targeting comprehensive physical development and performance.,https://example.com/leg-press,6,https://example.com/leg-press-animation.jpg,1125.45,632,22,5,8.9,10,34
